cgid	median
cg03604774	0.523630438
cg07944862	0.477274217
cg06372850	0.20723984
cg08548659	0.46181002
cg00805619	0.43162343
cg16063747	0.088476944
cg16775752	0.488597482
cg21553283	0.89187836
cg03846076	0.501324447
cg15202102	0.039719084
cg19246197	0.459110782
cg02927252	0.41697034
cg00182893	0.581637189
cg08287211	0.700881229
cg25660390	0.291214905
cg01913259	0.695868785
cg27125645	0.162313771
cg24720583	0.089140851
cg21568145	0.280690397
cg02928365	0.24108462
cg11949518	0.928614774
cg04296699	0.126764995
cg19536929	0.726137791
cg07148407	0.817821409
cg12468478	0.272464295
cg16493531	0.082979221
cg15910502	0.345984026
cg10714639	0.413483528
cg00643814	0.425156187
cg22782986	0.30194216
cg09418922	0.89614571
cg27091865	0.49182105
cg20688917	0.609378979
cg02388453	0.783363719
cg03479694	0.376550577
cg10552446	0.366847486
cg16019434	0.426432727
cg11248896	0.391355404
cg18864124	0.575978976
cg05834036	0.50664236
cg12291059	0.654996107
cg12512013	0.455647828
cg20785098	0.634619854
cg01803928	0.617433511
cg11984971	0.511915741
cg02582848	0.628951359
cg15387132	0.060063445
cg04781796	0.904674026
cg08555682	0.244866753
cg18698431	0.353372118
cg02452966	0.201399716
cg05904716	0.20607185
cg20427318	0.438674139
cg01787574	0.362844205
cg27262041	0.497731824
cg20711812	0.182861608
cg16026103	0.835485041
cg00524374	0.25854931
cg03111404	0.211611384
cg02928664	0.366394237
cg14608581	0.243629442
cg26031954	0.598775658
cg13261971	0.699634477
cg20471413	0.39460935
cg26795333	0.319134641
cg06883126	0.393930329
cg15974196	0.545137821
cg25361175	0.931888671
cg18132851	0.210591916
cg14873022	0.691008424
cg12910797	0.43320081
cg04396251	0.72516674
cg06916239	0.130629144
cg20349024	0.15349337
cg24188163	0.574394565
cg09897374	0.260694413
cg19240213	0.668653788
cg11186706	0.622261295
cg27054424	0.397886136
cg18625916	0.421917598
cg19866195	0.304380742
cg14881393	0.532760054
cg15661753	0.354696579
cg17851046	0.182518927
cg07271996	0.68380852
cg05675514	0.16031238
cg18705808	0.453533441
cg14367995	0.131114769
cg03690956	0.350226199
cg26049390	0.584176609
cg11739758	0.078832926
cg00512872	0.20582717
cg24668061	0.434814541
cg07133930	0.32261988
cg07214164	0.468102267
cg20121142	0.12799794
cg14058100	0.748862797
cg02332696	0.584845811
cg20994254	0.289766419
cg03946532	0.648621957
cg27409910	0.434400644
cg17102648	0.46685696
cg05547778	0.591604999
cg14272084	0.313267232
cg09684112	0.754836165
cg02119938	0.289717158
cg10622551	0.315574349
cg08039854	0.594781798
cg18465694	0.154419276
cg02643054	0.205000566
cg09902229	0.129574506
cg05013438	0.652390265
cg06186245	0.481470254
cg11251135	0.497557054
cg26912671	0.850459743
cg01942318	0.560779163
cg01663018	0.052408673
cg07584855	0.857936128
cg08654915	0.545949747
cg10763594	0.427546364
cg21160099	0.377996474
cg09430976	0.336263945
cg17129986	0.046957894
cg06225634	0.501116478
cg16308540	0.647909935
cg09978860	0.472890501
cg26690742	0.570208086
cg27664496	0.321745019
cg01869342	0.57213676
cg24913794	0.514920409
cg19797376	0.44172326
cg11101117	0.338713617
cg24509919	0.527579151
cg25301532	0.591958956
cg08162465	0.567125519
cg22272840	0.706964686
cg08944961	0.607107871
cg10596483	0.385055375
cg07201475	0.513254986
cg26337998	0.186513968
cg16732616	0.024980905
cg07600533	0.281606736
cg11090364	0.053699035
cg23485307	0.717048609
cg19027424	0.283146168
cg13998990	0.782666345
cg09616536	0.832682836
cg10024909	0.426661272
cg23874561	0.108895246
cg01569346	0.472320326
cg19521279	0.395746967
cg21507078	0.60634791
cg07013148	0.619709443
cg07602744	0.118098424
cg20801110	0.453841501
cg17009842	0.18750683
cg19867917	0.582977654
cg01270424	0.115972971
cg17907200	0.5207854
cg14197503	0.446594801
cg24184737	0.499658619
cg06259025	0.190138496
cg19576241	0.739954912
cg00055764	0.676483101
cg01116873	0.603058924
cg14552947	0.43281013
cg21171115	0.408877934
cg25592526	0.266507518
cg21048700	0.385362869
cg02417084	0.461517766
cg19650573	0.665899481
cg17133734	0.519359207
cg22700246	0.478911841
cg26757221	0.448747217
cg12462499	0.776279491
cg04707013	0.619706952
cg25267808	0.197972215
cg05146756	0.48000941
cg04921315	0.162741595
cg15611336	0.179659325
cg05088820	0.519183086
cg14241894	0.741134656
cg26883974	0.322420547
cg01984802	0.298266503
cg07161369	0.376980002
cg26919149	0.320481486
cg26555052	0.779184272
cg08822075	0.523234164
cg21189224	0.63922358
cg23873996	0.603809409
cg14925024	0.512256342
cg02366931	0.415257289
cg27485596	0.305675619
cg01884917	0.801862077
cg00993830	0.68788529
cg04899656	0.592532121
cg14236976	0.357144675
cg19228334	0.529716991
cg25711558	0.556800983
cg18480654	0.53426789
cg11702896	0.388277335
cg16984522	0.766914548
cg08133631	0.491226882
cg16933229	0.423486264
cg11728747	0.560702765
cg18074297	0.127246068
cg14738670	0.33087368
cg14499053	0.538418584
cg20300343	0.137088897
cg11783834	0.648233004
cg00346985	0.563179796
cg23533419	0.518833082
cg00238353	0.458422227
cg25221239	0.451282086
cg25851789	0.371558558
cg06046430	0.144075078
cg19326217	0.795602305
cg05705018	0.591867568
cg24062526	0.933235456
cg01085569	0.70297743
cg11005692	0.628987485
cg17817532	0.302122056
cg00048743	0.251536921
cg04079301	0.324323703
cg15465279	0.400174605
cg26156321	0.635081714
cg19961228	0.774614379
cg09767822	0.217650716
cg03957481	0.058032297
cg10616974	0.298887143
cg13806767	0.572692071
cg23991388	0.571458177
cg03771840	0.42664573
cg08175609	0.529967434
cg13641198	0.645827173
cg09789768	0.592008305
cg24804948	0.080501975
cg18604939	0.568852052
cg18798289	0.601036123
cg16396191	0.480528519
cg09119854	0.425723402
cg02005600	0.454638512
cg18378811	0.507231833
cg07861603	0.555209101
cg02248763	0.71320202
cg18447772	0.041426974
cg24854181	0.413552992
cg09474442	0.333987953
cg06516124	0.189058753
cg24003832	0.424145051
cg15215348	0.494099013
cg13695746	0.587245583
cg22920700	0.389557792
cg06911744	0.793400441
cg04972745	0.301583144
cg18232235	0.812674221
cg22881652	0.546048514
cg11605903	0.160890014
cg23932491	0.06072922
cg21475097	0.181298669
cg10195336	0.847902552
cg15732768	0.485126311
cg11881202	0.138500965
cg00765705	0.18751799
cg09340386	0.687463012
cg13369325	0.461807668
cg04832450	0.691062888
cg02224980	0.514880575
cg10604373	0.715481261
cg18556834	0.42366102
cg26755141	0.247681838
cg07992659	0.398997272
cg06389574	0.569688169
cg10765992	0.691870038
cg24812837	0.12253284
cg11946503	0.192606495
cg25826404	0.115899205
cg22794704	0.10919116
cg16000637	0.421274517
cg24284741	0.69432956
cg08017911	0.607010975
cg18433146	0.595680605
cg19666287	0.096706987
cg08016257	0.305907914
cg04502852	0.502121228
cg02162404	0.463780775
cg01709619	0.055074792
cg01592108	0.7723086
cg09153895	0.522030082
cg25200152	0.571256436
cg16997642	0.757480456
cg09479286	0.226474354
cg14259755	0.588247819
cg07970752	0.222248302
cg12630520	0.615943225
cg13596833	0.114449091
cg16353508	0.750533942
cg17707140	0.534551596
cg10667102	0.509001188
cg12642431	0.410294058
cg24135977	0.503353843
cg18837542	0.878773603
cg17131377	0.594762675
cg11068289	0.400802914
cg16789592	0.045526672
cg25773262	0.464287365
cg00300298	0.516146061
cg03014326	0.158231644
cg11093939	0.640554069
cg10817669	0.66231811
cg23217622	0.097709319
cg19814116	0.470297603
cg08288016	0.850676874
cg07366188	0.695738206
cg17929068	0.313921894
cg08284496	0.338853608
cg22900415	0.296065014
cg18956933	0.204603843
cg02004851	0.36076729
cg01439876	0.313004182
cg18450270	0.502916842
cg08586366	0.373054256
cg13427748	0.228362648
cg10368447	0.062543593
cg21760990	0.373317299
cg22044002	0.215101386
cg01214458	0.599191869
cg24613558	0.666080011
cg08061524	0.27958445
cg00911794	0.606711676
cg07917269	0.265102905
cg13280788	0.452274633
cg20490392	0.447056935
cg14153740	0.607135433
cg22703162	0.363811365
cg19306970	0.543034518
cg06635722	0.550102498
cg10606490	0.095276004
cg18577239	0.663925441
cg19095568	0.532836609
cg04591843	0.782044513
cg04459091	0.514801099
cg14580085	0.276677437
cg06750897	0.851103456
cg12230728	0.473363527
cg19928955	0.433399739
cg23220769	0.478359304
cg11916729	0.050082148
cg26789038	0.655147378
cg25214966	0.266982091
cg26522946	0.417404788
cg01098320	0.17148461
cg25456368	0.523058736
cg23197862	0.226015177
cg06734406	0.621389465
cg14509902	0.82962082
cg13654884	0.68795686
cg26522592	0.321262989
cg13860360	0.836175338
cg17342469	0.259380383
cg10518264	0.591148934
cg08128274	0.233209324
cg10893278	0.333610886
cg20298668	0.378526929
cg26667946	0.143416376
cg24139639	0.559614099
cg00422488	0.451814121
cg03731268	0.345052891
cg15405084	0.618704217
cg11887833	0.832380415
cg06582782	0.34536784
cg21695830	0.363530596
cg20897830	0.322579185
cg08399336	0.601029357
cg15210526	0.559224316
cg16549644	0.368312546
cg11796442	0.686421872
cg24989962	0.184332834
cg04892437	0.582883422
cg19111459	0.132621901
cg07804470	0.484076009
cg04864327	0.523143662
cg26599630	0.271851441
cg13506288	0.445985173
cg26446499	0.5470457
cg04354393	0.297872388
cg11678039	0.611873878
cg17942666	0.577858578
cg26696870	0.531144386
cg24935345	0.533851198
cg16231917	0.417663935
cg17007339	0.380602025
cg11782714	0.737386014
cg06294561	0.653650793
cg24822529	0.454032681
cg12311175	0.51987993
cg19255477	0.193786954
cg00445126	0.337030556
cg21002146	0.602068791
cg10331829	0.432698001
cg14266287	0.460327094
cg14082886	0.733553246
cg01206418	0.609551328
cg14383572	0.581230897
cg14625581	0.312681747
cg06020207	0.53800039
cg25996586	0.583302793
cg07818978	0.609160603
cg15727188	0.919584528
cg06945634	0.591549294
cg12518146	0.397493224
cg12810084	0.295802081
cg10745499	0.519636782
cg14454127	0.482909536
cg17968795	0.163780645
cg23651889	0.775570757
cg15027633	0.702438817
cg07015803	0.752662574
cg15652532	0.172930476
cg23314364	0.240654934
cg16589135	0.075421526
cg09473359	0.234079095
cg12745203	0.421410382
cg26470309	0.665366162
cg14069088	0.698334463
cg12178578	0.067698538
cg11702085	0.178395322
cg01336390	0.288980447
cg02119693	0.635006679
cg10423607	0.309246432
cg02621151	0.37077804
cg03544781	0.617475722
cg07825294	0.412183875
cg14082127	0.436421558
cg03822198	0.450488953
cg02858512	0.158664062
cg04913979	0.367368766
cg13800802	0.628682411
cg08595782	0.626910973
cg14802502	0.402918387
cg07668501	0.209893706
cg09827761	0.436535146
cg25334575	0.361812002
cg14467794	0.364330677
cg17668981	0.679106936
cg11185792	0.314159606
cg11589885	0.84889567
cg13525071	0.836909665
cg00901554	0.720311818
cg11938738	0.563115428
cg00741609	0.206349472
cg22990129	0.823528816
cg24663971	0.601164686
cg26201952	0.327978997
cg22800590	0.54054509
cg10996039	0.653674259
cg07168526	0.396526202
cg09248694	0.322691271
cg15530351	0.800807976
cg13436110	0.377579288
cg12761101	0.621377002
cg15217044	0.207804539
cg05166022	0.404510504
cg16762841	0.223225804
cg23064601	0.460584166
cg17790273	0.337487445
cg01602621	0.323546962
cg14467415	0.541408124
cg11977100	0.492502936
cg11731890	0.100069777
cg17542385	0.634479215
cg17163168	0.169393184
cg00838919	0.180069876
cg26203839	0.57331149
cg01977079	0.329840623
cg18391978	0.714530811
cg05154454	0.601492433
cg04932340	0.174028473
cg18989909	0.622304215
cg05477405	0.531015379
cg17526229	0.409463093
cg27330193	0.468813641
cg12938020	0.278071342
cg10864952	0.279424703
cg07816556	0.589329853
cg24838063	0.854870247
cg09684233	0.159107143
cg26690075	0.350166378
cg08943714	0.453178635
cg18456933	0.54697952
cg16596440	0.317075921
cg08786003	0.623864606
cg16801887	0.031759328
cg04126335	0.811704892
cg04911139	0.506036903
cg04004787	0.455144165
cg22824635	0.962455635
cg03597699	0.384391086
cg10544031	0.113224791
cg13480937	0.502633964
cg08022244	0.125425991
cg21346154	0.735310164
cg12676702	0.518712006
cg22123915	0.604992215
cg04259326	0.52586994
cg08019798	0.573057408
cg14024893	0.631628957
cg10704263	0.308773545
cg17495130	0.251251042
cg10764492	0.557870762
cg09754272	0.211112257
cg02166981	0.42415171
cg08061755	0.432399168
cg09052854	0.62867082
cg10709593	0.356047848
cg27105827	0.258902093
cg05876246	0.227736885
cg23516463	0.03940639
cg08522676	0.262624646
cg03284866	0.146156153
cg27349333	0.496457417
cg20464143	0.420420841
cg09870910	0.775302313
cg04548856	0.161516721
cg07203423	0.107908244
cg09954813	0.750440577
cg24243879	0.578752368
cg03877376	0.211636336
cg05449136	0.196293166
cg18240331	0.046830475
cg08774207	0.1981603
cg20512044	0.803001294
cg08599635	0.670845811
cg24249925	0.5384163
cg11134430	0.292039661
cg15978561	0.287647277
cg02833108	0.675191396
cg14189141	0.077620289
cg24102622	0.25105639
cg08425543	0.732427434
cg21637392	0.182287466
cg03463411	0.45717224
cg16683060	0.448356481
cg00758881	0.121193277
cg11092048	0.245282354
cg08041448	0.642948546
cg08005660	0.288276213
cg04770088	0.413686457
cg24375218	0.418058131
cg00699392	0.456417406
cg19170807	0.34847539
cg05956608	0.630108128
cg07353006	0.432914853
cg19385331	0.231138539
cg19721060	0.485336054
cg05925497	0.387334867
cg08614334	0.632360323
cg23651872	0.770637829
cg20247486	0.400291012
cg24780501	0.565088202
cg03507641	0.532070063
cg03476007	0.540964304
cg16450309	0.697373494
cg15037823	0.351708705
cg03826463	0.786144077
cg20370678	0.121619515
cg13974838	0.749936388
cg17108141	0.260535155
cg23726802	0.314942642
cg06658404	0.17590469
cg27183791	0.641177283
cg20540714	0.192286525
cg16903735	0.378858629
cg06796713	0.239720397
cg07904475	0.70969943
cg03079497	0.339403807
cg17516247	0.418593483
cg01408860	0.4366775
cg03898385	0.744492659
cg10928544	0.479800066
cg19047068	0.551249658
cg15825321	0.370808912
cg20520804	0.706349908
cg09421307	0.455686147
cg23108931	0.499716541
cg18003659	0.66801916
cg04822495	0.68632794
cg25026992	0.557944704
cg20181739	0.847602817
cg00839584	0.510430529
cg14711997	0.266604952
cg19951244	0.492610373
cg09755589	0.567365356
cg15749858	0.420834071
cg11349423	0.750474153
cg12179011	0.354024419
cg12865939	0.377932177
cg05872706	0.093707661
cg23949574	0.795677804
cg06594404	0.106885222
cg13275603	0.568191301
cg24396429	0.494848929
cg19911430	0.567406555
cg19734465	0.276477135
cg10730165	0.651647157
cg10767192	0.467649878
cg17822007	0.162855462
cg13646020	0.12142148
cg14631114	0.669333843
cg16717713	0.236015506
cg02822958	0.711467556
cg27208079	0.674254682
cg26550235	0.232490209
cg21472050	0.625154553
cg00744351	0.751638212
cg04329454	0.422252189
cg21587066	0.189467747
cg24671734	0.256749076
cg19954017	0.299952577
cg12192884	0.767285534
cg04050824	0.230075578
cg07700843	0.421358145
cg15071854	0.052793847
cg06405186	0.175910409
cg10193721	0.427551394
cg20945055	0.671606213
cg00401101	0.555167436
cg09929879	0.701306265
cg06448442	0.81417408
cg13543436	0.303411591
cg07894334	0.369935346
cg10324416	0.616596765
cg10038009	0.093432327
cg24793124	0.387180641
cg26946259	0.365925091
cg14170999	0.468341393
cg11674130	0.53285728
cg25394505	0.6584838
cg24018520	0.188954282
cg16210842	0.211114534
cg05797854	0.274150421
cg18107144	0.158065725
cg04118741	0.729630861
cg18409732	0.528083983
cg08557179	0.617995571
cg04768935	0.406715422
cg14428252	0.093108654
cg13921444	0.550288371
cg13453374	0.162125958
cg13883696	0.158559023
cg16589705	0.623888069
cg02087565	0.729792203
cg01124132	0.420062497
cg01716975	0.33049467
cg01546047	0.457198621
cg19157853	0.154358891
cg20744163	0.92341172
cg11172629	0.825765991
cg15393275	0.22543316
cg13710662	0.508897749
cg07608565	0.367254608
cg23104954	0.664533981
cg22509053	0.612184932
cg12355172	0.35190912
cg05542101	0.60582043
cg07467482	0.555733776
cg27059698	0.448486005
cg10227331	0.405842666
cg14123543	0.253193118
cg11945167	0.449142834
cg11938832	0.808512048
cg13946956	0.63478357
cg23254393	0.216281337
cg19476597	0.317227129
cg14940871	0.686351541
cg09614479	0.499057484
cg03739955	0.579147859
cg26195495	0.501638185
cg06602723	0.260473975
cg09747445	0.36453906
cg00468380	0.545949771
cg20627652	0.441306813
cg12652641	0.145603001
cg08189198	0.650835047
cg17107691	0.687130642
cg14704980	0.641296532
cg25137787	0.461639387
cg00921266	0.265489074
cg13995427	0.426506912
cg01178624	0.583645211
cg00939442	0.465534234
cg02161900	0.320295473
cg13389502	0.705045689
cg16852369	0.351608891
cg07938743	0.651129289
cg20982735	0.566067319
cg01141339	0.354134305
cg25712005	0.400320903
cg16343401	0.515922006
cg24394856	0.282262554
cg25872855	0.500488885
cg17596249	0.707120977
cg04498418	0.146716838
cg14020052	0.601137937
cg14260889	0.691930945
cg24484802	0.579355477
cg19430473	0.617985511
cg14316944	0.452063363
cg06351520	0.5796132
cg09195389	0.306631204
cg14981960	0.798997333
cg07536737	0.661492928
cg23910430	0.789998078
cg26017988	0.598033493
cg22578632	0.496204444
cg25499397	0.3030887
cg04601228	0.696746566
cg25470758	0.538246203
cg15770446	0.757318245
cg11211384	0.560580135
cg08666956	0.540710464
cg18670770	0.401963578
cg10490577	0.820922493
cg15536663	0.520032799
cg00909094	0.65336237
cg02312175	0.274584328
cg07211768	0.60904316
cg07640336	0.934101786
cg02582203	0.085793758
cg11546385	0.450970532
cg21506509	0.61395055
cg01240795	0.656307997
cg14642392	0.644200546
cg20525461	0.22267464
cg10527300	0.658686895
cg02773433	0.394237573
cg22852065	0.627550436
cg23238119	0.556793771
cg21535106	0.117507343
cg18471993	0.665589547
cg17128417	0.130306718
cg08708961	0.372754896
cg21081729	0.774320123
cg07802362	0.756961574
cg25672327	0.328312185
cg17450425	0.547379042
cg14088282	0.363957628
cg14823429	0.363734351
cg16530177	0.175712278
cg14753631	0.349704712
cg17034390	0.182824702
cg18473137	0.892044643
cg18130044	0.291238645
cg05700616	0.498190974
cg08461772	0.555509645
cg21156057	0.45235806
cg01524278	0.445575352
cg26262157	0.411951317
cg25758242	0.699857968
cg11252310	0.470032952
cg14582550	0.6795191
cg20811755	0.497308677
cg05542681	0.074323152
cg15768901	0.284306935
cg15904283	0.360344988
cg11017086	0.575783405
cg00059652	0.37566884
cg25984524	0.804219595
cg22930986	0.42180067
cg14670938	0.649281779
cg12506775	0.149641924
cg02742775	0.478425973
cg17602126	0.428065509
cg05032848	0.146101757
cg00237391	0.18402658
cg23150604	0.46632845
cg17298239	0.0369025
cg00133595	0.069092718
cg08859215	0.470996852
cg02381853	0.536660099
cg01972418	0.181254235
cg07509935	0.177331332
cg05493407	0.721845991
cg23475625	0.15513104
cg00369241	0.732557381
cg04937416	0.203694408
cg24536349	0.309486798
cg24159247	0.298866905
cg16415819	0.611308108
cg07834396	0.372837291
cg20669834	0.543413574
cg12091642	0.139861221
cg24465224	0.864960858
cg16755833	0.742875443
cg08538034	0.217253673
cg06029700	0.769156459
cg11979875	0.661426299
cg19022814	0.079873629
cg12492885	0.316110943
cg15798385	0.6733411
cg20566840	0.471171128
cg13378013	0.38941608
cg12434681	0.564180803
cg00013655	0.187601153
cg17138769	0.196498339
cg07173972	0.145944274
cg03048889	0.198402685
cg23930711	0.292909452
cg22061832	0.34185161
cg18716912	0.335988502
cg05573381	0.120286288
cg00522403	0.950020935
cg07568313	0.574711645
cg27250032	0.724836399
cg15814504	0.21307233
cg12462705	0.195381827
cg13709271	0.751394701
cg22436429	0.488372457
cg26457248	0.393906786
cg09367901	0.463291528
cg23359714	0.295138791
cg06007282	0.63978173
cg17733447	0.465627026
cg16703762	0.425660492
cg04085896	0.512486139
cg05688618	0.270259904
cg12475590	0.551775876
cg21763603	0.702382832
cg05659097	0.048768825
cg18964375	0.633629331
cg12220426	0.611588883
cg12786605	0.504576346
cg09988738	0.23037792
cg21299542	0.296059117
cg09712066	0.624235436
cg04784618	0.472593037
cg06000610	0.653412195
cg23563234	0.361548884
cg12788467	0.328317734
cg15521790	0.268594579
cg15093769	0.892833064
cg16265599	0.449924016
cg11865553	0.106687188
cg06379192	0.850484613
cg27427491	0.483517758
cg03312958	0.480350778
cg15067806	0.129821534
cg13146674	0.233051881
cg02428792	0.254491238
cg27657333	0.240409346
cg04221521	0.592042672
cg09804503	0.940337294
cg01097663	0.605727609
cg01519253	0.058407383
cg02120470	0.517949704
cg04132199	0.127702394
cg18165065	0.721874562
cg13749113	0.469579966
cg12755421	0.214684241
cg08298351	0.630361796
cg00917847	0.274715492
cg13845094	0.246110913
cg24599709	0.610824112
cg13757826	0.132321735
cg11694262	0.23112099
cg01377268	0.365214227
cg09266087	0.696945722
cg26345046	0.245967533
cg21843594	0.537500518
cg00337916	0.278056961
cg04153740	0.202341618
cg24736989	0.261046085
cg27468976	0.627030774
cg00982919	0.286635626
cg19388972	0.53561491
cg08757862	0.304702724
cg04664628	0.707414444
cg00491255	0.670696167
cg22468751	0.431966269
cg15408020	0.483688019
cg02256049	0.466031514
cg10378538	0.803536769
cg06613263	0.428401957
cg02397720	0.186380016
cg23478293	0.182029774
cg22029015	0.855555987
cg21519654	0.595682346
cg03346987	0.723034542
cg15807143	0.665334214
cg16152753	0.398013098
cg20432507	0.370272564
cg22354618	0.677339213
cg27522567	0.556855319
cg02032558	0.530228051
cg18776460	0.29978541
cg22679014	0.276257782
cg12618270	0.61232504
cg12787836	0.583512857
cg17049050	0.611468683
cg12489547	0.795801359
cg15773794	0.493499693
cg02378440	0.225818126
cg08216099	0.48299471
cg09355008	0.583606707
cg12567635	0.577265897
cg07889938	0.447981406
cg10592478	0.44537582
cg07990843	0.175808464
cg11884030	0.254516917
cg23687466	0.246412754
cg14654533	0.229997483
cg17102205	0.413682295
cg20187173	0.62552405
cg04120686	0.43954215
cg15164708	0.37694581
cg11100465	0.565220765
cg04865841	0.224045543
cg10432422	0.343371848
cg11566521	0.443960105
cg15964309	0.181567167
cg02621130	0.199243094
cg18919017	0.527584727
cg22052948	0.462025317
cg05125455	0.714943398
cg04470557	0.387718106
cg18975130	0.452081919
cg15737177	0.719439421
cg12152002	0.251325614
cg06554090	0.214787942
cg18193764	0.077351626
cg02614024	0.674210879
cg03377610	0.323781952
cg05548945	0.619701712
cg22074858	0.125568022
cg12494373	0.460721616
cg08816590	0.076849895
cg05201300	0.375658037
cg02017282	0.333818136
cg17835961	0.266236672
cg03486986	0.207093541
cg25916993	0.452104091
cg02792168	0.320867239
cg04160030	0.31315144
cg20949700	0.411168566
cg14550519	0.556790427
cg16449219	0.733066137
cg26366091	0.431884628
cg25574750	0.632765311
cg02930419	0.482172482
cg06314333	0.087925509
cg05734456	0.392017195
cg13301003	0.443315539
cg13728131	0.278173013
cg07106394	0.546491174
cg20576162	0.436489533
cg18691800	0.053020579
cg11442173	0.657623967
cg05649009	0.587812322
cg02131155	0.726823444
cg10241563	0.779755272
cg18618334	0.38203343
cg12997720	0.164509496
cg05174942	0.770467224
cg02407342	0.305768346
cg17589284	0.528423336
cg02978297	0.700649132
cg00225006	0.53379083
cg25734913	0.417832462
cg04960065	0.597348645
cg26994283	0.948376116
cg02532538	0.079020188
cg27185501	0.554413867
cg09682213	0.4374201
cg08699631	0.775959109
cg12048965	0.436536528
cg01411921	0.302818619
cg14709691	0.028836679
cg21711214	0.65866713
cg05016408	0.142731936
cg00994306	0.297251125
cg10249637	0.834911483
cg01610979	0.548851923
cg01763575	0.089106169
cg14136893	0.631805091
cg23982392	0.500683794
cg09019329	0.167055964
cg23050300	0.547236079
cg13345726	0.771864896
cg25900085	0.048300512
cg05894754	0.56226636
cg24260135	0.435331056
cg10321156	0.268078904
cg24757937	0.522250713
cg23892439	0.688083143
cg17636752	0.318938953
cg00620190	0.590229759
cg09481404	0.11281408
cg15723028	0.526028946
cg21232620	0.477804508
cg01464186	0.613297481
cg12937434	0.556278704
cg23518497	0.627077987
cg14141912	0.568394141
cg24183566	0.611397937
cg20513418	0.639419239
cg12204258	0.240500646
cg27142354	0.855759584
cg05492818	0.777354383
cg07048527	0.53867643
cg09461792	0.57179497
cg24157598	0.543720284
cg17170354	0.331117108
cg01877524	0.968774271
cg11057205	0.596768135
cg24772388	0.246129356
cg23547017	0.382178884
cg18694169	0.138414093
cg27438425	0.559199708
cg18300492	0.574566129
cg06779672	0.277092904
cg22978940	0.647025482
cg04132452	0.492345604
cg13292607	0.828902822
cg00242786	0.856619545
cg27425146	0.37859506
cg27159987	0.597083606
cg06235653	0.124423771
cg18347607	0.584802068
cg24979288	0.448455041
cg17504394	0.529638476
cg01300623	0.556029895
cg25379549	0.919472302
cg22886323	0.619678225
cg10588962	0.707622837
cg23400942	0.681312406
cg08270005	0.513767915
cg01451808	0.472786207
cg10804656	0.57550474
cg23960088	0.766974969
cg06224766	0.589379378
cg06600725	0.240892469
cg23079252	0.228455572
cg17178175	0.409517196
cg00756032	0.433261032
cg02474116	0.481694025
cg19479935	0.740405867
cg16681157	0.725067578
cg27369096	0.932616612
cg13372811	0.266060824
cg00376553	0.559801919
cg23631759	0.530606673
cg15056288	0.245804004
cg25592206	0.702123122
cg26980111	0.567724867
cg14981253	0.357458332
cg02488942	0.399782549
cg15785868	0.28673845
cg00084770	0.224811182
cg06324373	0.262513961
cg04159903	0.170625851
cg04977528	0.557032388
cg11741189	0.467725913
cg03435439	0.502727578
cg15602298	0.754979238
cg18749404	0.512940116
cg24126967	0.691137851
cg05923687	0.09729894
cg16059943	0.739555919
cg22855020	0.41022409
cg25623727	0.577670817
cg08365738	0.374438723
cg03257743	0.382884753
cg25280720	0.611492125
cg07200616	0.717736968
cg05351887	0.405264992
cg25033380	0.733758237
cg10114725	0.307631846
cg24717695	0.196086463
cg03589296	0.330699092
cg03257172	0.199004429
cg19552690	0.917240105
cg21327194	0.472471107
cg12254845	0.223011145
cg24795274	0.501037655
cg15467646	0.055757728
cg08038054	0.277844888
cg07613945	0.600317364
cg02246426	0.655212005
cg03079733	0.633326238
cg13488556	0.715339242
cg06871246	0.752814636
cg25486361	0.655748632
cg10083258	0.584468158
cg04352505	0.167253711
cg24810836	0.405302684
cg13335271	0.564820272
cg26664254	0.731134711
cg05352016	0.626952381
cg23834919	0.481166358
cg23007087	0.684490392
cg27359374	0.452560227
cg18649451	0.495217983
cg12671632	0.442554688
cg17087698	0.686294589
cg11081272	0.553704821
cg01926238	0.195653195
cg03564455	0.626796556
cg16692653	0.592628624
cg07249765	0.899631947
cg08775137	0.707828195
cg16761390	0.260384852
cg01510696	0.904544652
cg02270952	0.37064974
cg25773259	0.552383374
cg18848959	0.322563266
cg22624907	0.424061633
cg13806870	0.227298733
cg04603130	0.359327035
cg26014409	0.471548575
cg01344452	0.089907368
cg01109734	0.642477884
cg21931680	0.560044213
cg22855405	0.206745629
cg18774692	0.481581298
cg09935667	0.810885955
cg25649784	0.515927099
cg08873424	0.505827977
cg20892919	0.408335901
cg18320854	0.438466353
cg21034034	0.836750741
cg04767756	0.531230014
cg14248715	0.091605497
cg09245319	0.683370671
cg03436967	0.583021188
cg14016554	0.649762256
cg22964758	0.45174135
cg14818277	0.439939806
cg26199241	0.166656273
cg21535606	0.453031974
cg05060486	0.813353118
cg08196842	0.167993566
cg08243728	0.231909699
cg20222562	0.388218277
cg24035107	0.546823245
cg10261191	0.449569694
cg08971771	0.248812279
cg15858483	0.531941923
cg12468774	0.15949086
cg24234651	0.032469496
cg06565975	0.455398099
cg00214395	0.540528832
cg02562387	0.41186099
cg16783349	0.696679925
cg04223553	0.293369685
cg00899400	0.645583689
cg01232511	0.751992103
cg01693138	0.122348426
cg26836273	0.941751131
cg10908116	0.43530053
cg20386580	0.417094364
cg22872195	0.565436696
cg16663142	0.585388154
cg23579185	0.373594781
cg16340422	0.228680332
cg01083633	0.210183458
cg12889126	0.548819971
